region,tech,vintage,lifetime,notes
AB,T_MDV_T_FCHEV_N,2045.0,42,(y) age when vehicles have 0% survival rate
AB,T_MDV_T_FCHEV_N,2050.0,42,(y) age when vehicles have 0% survival rate
AB,T_MDV_T_GSL_EX,2005.0,42,(y) age when vehicles have 0% survival rate
AB,T_MDV_T_GSL_EX,2010.0,42,(y) age when vehicles have 0% survival rate
AB,T_MDV_T_GSL_EX,2015.0,42,(y) age when vehicles have 0% survival rate
AB,T_MDV_T_GSL_EX,2020.0,42,(y) age when vehicles have 0% survival rate
AB,T_MDV_T_GSL_N,2025.0,42,(y) age when vehicles have 0% survival rate
AB,T_MDV_T_GSL_N,2030.0,42,(y) age when vehicles have 0% survival rate
AB,T_MDV_T_GSL_N,2035.0,42,(y) age when vehicles have 0% survival rate
AB,T_MDV_T_GSL_N,2040.0,42,(y) age when vehicles have 0% survival rate
AB,T_MDV_T_GSL_N,2045.0,42,(y) age when vehicles have 0% survival rate
AB,T_MDV_T_GSL_N,2050.0,42,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_BEV_N,2025.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_BEV_N,2030.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_BEV_N,2035.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_BEV_N,2040.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_BEV_N,2045.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_BEV_N,2050.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_EX,2005.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_EX,2010.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_EX,2015.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_EX,2020.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_HEV_N,2025.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_HEV_N,2030.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_HEV_N,2035.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_HEV_N,2040.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_HEV_N,2045.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_HEV_N,2050.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_N,2025.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_N,2030.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_N,2035.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_N,2040.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_N,2045.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_N,2050.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_PHEV_N,2025.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_PHEV_N,2030.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_PHEV_N,2035.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_PHEV_N,2040.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_PHEV_N,2045.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_DSL_PHEV_N,2050.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_FCEV_N,2025.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_FCEV_N,2030.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_FCEV_N,2035.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_FCEV_N,2040.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_FCEV_N,2045.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_FCEV_N,2050.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_FCHEV_N,2025.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_FCHEV_N,2030.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_FCHEV_N,2035.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_FCHEV_N,2040.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_FCHEV_N,2045.0,26,(y) age when vehicles have 0% survival rate
BC,T_HDV_T_FCHEV_N,2050.0,26,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV150_EX,2015.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV150_EX,2020.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV150_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV150_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV150_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV150_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV150_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV150_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV200_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV200_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV200_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV200_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV200_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV200_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV300_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV300_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV300_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV300_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV300_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV300_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV400_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV400_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV400_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV400_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV400_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_BEV400_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_CNG_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_CNG_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_CNG_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_CNG_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_CNG_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_CNG_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_DSL_EX,2010.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_DSL_EX,2015.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_DSL_EX,2020.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_DSL_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_DSL_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_DSL_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_DSL_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_DSL_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_DSL_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_FCEV400_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_FCEV400_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_FCEV400_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_FCEV400_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_FCEV400_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_FCEV400_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_EX,2010.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_EX,2015.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_EX,2020.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_HEV_EX,2015.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_HEV_EX,2020.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_HEV_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_HEV_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_HEV_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_HEV_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_HEV_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_HEV_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_PHEV35_EX,2015.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_PHEV35_EX,2020.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_PHEV35_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_PHEV35_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_PHEV35_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_PHEV35_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_PHEV35_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_PHEV35_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_PHEV50_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_PHEV50_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_PHEV50_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_PHEV50_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_PHEV50_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_C_GSL_PHEV50_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV150_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV150_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV150_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV150_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV150_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV150_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV200_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV200_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV200_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV200_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV200_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV200_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV300_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV300_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV300_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV300_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV300_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV300_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV400_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV400_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV400_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV400_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV400_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_BEV400_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_CNG_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_CNG_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_CNG_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_CNG_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_CNG_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_CNG_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_DSL_EX,2010.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_DSL_EX,2015.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_DSL_EX,2020.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_DSL_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_DSL_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_DSL_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_DSL_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_DSL_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_DSL_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_FCEV400_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_FCEV400_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_FCEV400_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_FCEV400_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_FCEV400_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_FCEV400_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_EX,2010.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_EX,2015.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_EX,2020.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_HEV_EX,2015.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_HEV_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_HEV_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_HEV_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_HEV_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_HEV_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_HEV_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_PHEV35_EX,2020.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_PHEV35_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_PHEV35_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_PHEV35_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_PHEV35_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_PHEV35_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_PHEV35_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_PHEV50_N,2025.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_PHEV50_N,2030.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_PHEV50_N,2035.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_PHEV50_N,2040.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_PHEV50_N,2045.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTF_GSL_PHEV50_N,2050.0,23,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV150_N,2025.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV150_N,2030.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV150_N,2035.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV150_N,2040.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV150_N,2045.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV150_N,2050.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV200_N,2025.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV200_N,2030.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV200_N,2035.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV200_N,2040.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV200_N,2045.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV200_N,2050.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV300_EX,2015.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV300_EX,2020.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV300_N,2025.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV300_N,2030.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV300_N,2035.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV300_N,2040.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV300_N,2045.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV300_N,2050.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV400_N,2025.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV400_N,2030.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV400_N,2035.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV400_N,2040.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV400_N,2045.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_BEV400_N,2050.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_CNG_N,2025.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_CNG_N,2030.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_CNG_N,2035.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_CNG_N,2040.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_CNG_N,2045.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_CNG_N,2050.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_DSL_EX,2010.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_DSL_EX,2015.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_DSL_EX,2020.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_DSL_N,2025.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_DSL_N,2030.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_DSL_N,2035.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_DSL_N,2040.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_DSL_N,2045.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_DSL_N,2050.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_FCEV400_N,2025.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_FCEV400_N,2030.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_FCEV400_N,2035.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_FCEV400_N,2040.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_FCEV400_N,2045.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_FCEV400_N,2050.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_EX,2010.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_EX,2015.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_EX,2020.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_HEV_EX,2015.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_HEV_EX,2020.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_HEV_N,2025.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_HEV_N,2030.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_HEV_N,2035.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_HEV_N,2040.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_HEV_N,2045.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_HEV_N,2050.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_N,2025.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_N,2030.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_N,2035.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_N,2040.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_N,2045.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_N,2050.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_PHEV35_EX,2015.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_PHEV35_EX,2020.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_PHEV35_N,2025.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_PHEV35_N,2030.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_PHEV35_N,2035.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_PHEV35_N,2040.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_PHEV35_N,2045.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_PHEV35_N,2050.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_PHEV50_N,2025.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_PHEV50_N,2030.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_PHEV50_N,2035.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_PHEV50_N,2040.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_PHEV50_N,2045.0,22,(y) age when vehicles have 0% survival rate
BC,T_LDV_LTP_GSL_PHEV50_N,2050.0,22,(y) age when vehicles have 0% survival rate
BC,T_MDV_T_BEV_N,2025.0,21,(y) age when vehicles have 0% survival rate
BC,T_MDV_T_BEV_N,2030.0,21,(y) age when vehicles have 0% survival rate
